City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (in),Snow (in)
224,Waitati,NZ,2022-02-05 22:06:23,-45.75,170.5667,53.8,81,19,9.62,few clouds,0.0,0.0
225,Klaksvik,FO,2022-02-05 22:06:23,62.2266,-6.589,32.92,81,78,23.02,light snow,0.0,0.31
226,Husavik,IS,2022-02-05 22:01:45,66.0449,-17.3389,29.37,96,100,31.56,snow,0.0,1.31
227,Golfito,CR,2022-02-05 22:06:24,8.639,-83.166,82.81,67,29,5.55,scattered clouds,0.0,0.0
228,Bredasdorp,ZA,2022-02-05 22:06:24,-34.5322,20.0403,68.29,86,87,14.45,overcast clouds,0.0,0.0
229,Yaring,TH,2022-02-05 22:06:24,6.8662,101.3689,77.05,82,81,12.3,broken clouds,0.0,0.0
230,Codrington,AU,2022-02-05 22:03:02,-38.2667,141.9667,63.64,66,52,11.77,broken clouds,0.0,0.0
231,Ukiah,US,2022-02-05 22:05:44,39.1502,-123.2078,72.12,35,0,0.0,clear sky,0.0,0.0
232,Arraial Do Cabo,BR,2022-02-05 22:02:27,-22.9661,-42.0278,77.81,83,56,25.55,broken clouds,0.0,0.0
233,Hamilton,US,2022-02-05 22:04:33,39.1834,-84.5333,26.26,74,75,3.0,broken clouds,0.0,0.0
234,Shieli,KZ,2022-02-05 22:06:26,44.1667,66.75,36.9,59,100,12.88,overcast clouds,0.0,0.0
235,Upernavik,GL,2022-02-05 22:02:21,72.7868,-56.1549,-4.14,99,100,2.8,overcast clouds,0.0,0.0
236,Scarborough,GB,2022-02-05 22:03:39,54.2797,-0.4044,47.77,87,100,3.0,heavy intensity rain,5.46,0.0
237,Joao Pinheiro,BR,2022-02-05 22:06:26,-17.7425,-46.1725,73.18,84,100,2.75,overcast clouds,0.0,0.0
238,Aksarka,RU,2022-02-05 22:06:27,66.5606,67.7975,-20.25,100,64,3.56,broken clouds,0.0,0.0
239,Santa Cruz Del Quiche,GT,2022-02-05 22:06:27,15.0306,-91.1489,66.9,73,85,6.24,overcast clouds,0.0,0.0
240,Kaitangata,NZ,2022-02-05 22:03:51,-46.2817,169.8464,54.93,60,95,5.86,overcast clouds,0.0,0.0
241,Kampot,KH,2022-02-05 22:03:56,10.6167,104.1833,78.85,71,30,7.16,scattered clouds,0.0,0.0
242,Baker City,US,2022-02-05 22:03:35,44.7749,-117.8344,43.12,90,73,2.15,broken clouds,0.0,0.0
243,Urengoy,RU,2022-02-05 22:06:28,65.9667,78.3667,-18.4,100,95,4.21,overcast clouds,0.0,0.0
244,Praia Da Vitoria,PT,2022-02-05 22:06:28,38.7333,-27.0667,57.76,87,40,15.82,scattered clouds,0.0,0.0
245,Winnemucca,US,2022-02-05 22:06:29,40.973,-117.7357,51.85,28,0,5.75,clear sky,0.0,0.0
246,Fukue,JP,2022-02-05 22:06:29,32.6881,128.8419,42.12,60,100,26.37,overcast clouds,0.0,0.0
247,Nuevo San Juan Parangaricutiro,MX,2022-02-05 22:06:29,19.4,-102.1333,68.18,43,0,6.91,clear sky,0.0,0.0
248,Eldorado,BR,2022-02-05 22:06:30,-23.7869,-54.2836,70.27,95,100,6.15,overcast clouds,0.0,0.0
249,Puerto El Triunfo,SV,2022-02-05 22:06:30,13.2833,-88.55,86.16,58,8,9.91,clear sky,0.0,0.0
250,Zharkent,KZ,2022-02-05 22:06:31,44.1628,80.0,27.12,35,0,3.04,clear sky,0.0,0.0
251,Prieska,ZA,2022-02-05 22:06:31,-29.6641,22.7474,79.47,30,5,5.5,clear sky,0.0,0.0
252,Terenos,BR,2022-02-05 22:06:31,-20.4422,-54.8603,76.71,78,75,10.36,moderate rain,2.49,0.0
253,Tarija,BO,2022-02-05 22:06:32,-21.5355,-64.7296,63.1,84,95,6.51,overcast clouds,0.0,0.0
254,Port Macquarie,AU,2022-02-05 22:05:18,-31.4333,152.9167,66.88,74,96,14.94,overcast clouds,0.0,0.0
255,Mabopane,ZA,2022-02-05 22:06:32,-25.4977,28.1007,66.45,64,99,17.76,overcast clouds,0.0,0.0
256,Kulevcha,UA,2022-02-05 22:06:33,46.0303,29.9361,35.02,97,98,12.19,snow,0.0,0.64
257,Lumphat,KH,2022-02-05 22:06:33,13.4878,106.9816,70.48,71,54,7.29,broken clouds,0.0,0.0
258,Cabedelo,BR,2022-02-05 22:01:00,-6.9811,-34.8339,80.02,69,23,11.59,few clouds,0.0,0.0
259,Waddan,LY,2022-02-05 22:06:34,29.1614,16.139,56.43,24,0,5.19,clear sky,0.0,0.0
260,Canberra,AU,2022-02-05 22:05:33,-35.2835,149.1281,62.28,72,75,10.36,broken clouds,0.0,0.0
261,Lompoc,US,2022-02-05 22:00:34,34.6391,-120.4579,76.01,29,50,7.0,scattered clouds,0.0,0.0
262,San Clemente,US,2022-02-05 22:06:34,33.427,-117.612,76.82,31,3,1.99,clear sky,0.0,0.0
263,Skjervoy,NO,2022-02-05 22:06:35,70.0311,20.9714,31.46,66,95,21.59,overcast clouds,0.0,0.0
264,Egvekinot,RU,2022-02-05 22:03:42,66.3167,-179.1667,-9.54,86,10,12.46,clear sky,0.0,0.0
265,Murray Bridge,AU,2022-02-05 22:06:35,-35.1167,139.2667,78.49,36,85,10.47,overcast clouds,0.0,0.0
266,Skjold,DK,2022-02-05 22:06:35,55.7971,9.9397,44.55,90,100,25.41,light rain,0.8,0.0
267,Verkhnyaya Inta,RU,2022-02-05 22:06:36,65.9811,60.3094,-11.13,94,10,4.09,clear sky,0.0,0.0
268,Manbij,SY,2022-02-05 22:06:36,36.5281,37.9549,36.37,75,31,5.99,scattered clouds,0.0,0.0
269,Saldanha,ZA,2022-02-05 22:02:32,-33.0117,17.9442,67.42,75,34,4.14,scattered clouds,0.0,0.0
270,Oranjemund,NA,2022-02-05 22:03:49,-28.55,16.4333,66.45,82,77,6.33,broken clouds,0.0,0.0
271,Calvinia,ZA,2022-02-05 22:06:37,-31.4707,19.776,78.57,33,7,2.44,clear sky,0.0,0.0
272,Ribeira Grande,PT,2022-02-05 22:02:10,38.5167,-28.7,60.33,76,28,11.23,scattered clouds,0.0,0.0
273,Tartus,SY,2022-02-05 22:06:37,34.889,35.8866,50.49,67,34,5.97,scattered clouds,0.0,0.0
274,Mahebourg,MU,2022-02-05 22:01:59,-20.4081,57.7,79.25,82,100,18.14,light rain,0.87,0.0
275,Charters Towers,AU,2022-02-05 22:04:24,-20.1,146.2667,74.75,67,1,11.25,clear sky,0.0,0.0
276,Golden,US,2022-02-05 22:01:44,39.7555,-105.2211,48.97,31,7,21.99,clear sky,0.0,0.0
277,Acarau,BR,2022-02-05 22:03:04,-2.8856,-40.12,79.56,79,19,11.61,few clouds,0.0,0.0
278,Mount Gambier,AU,2022-02-05 22:04:14,-37.8333,140.7667,65.77,55,62,7.43,broken clouds,0.0,0.0
279,Trapani,IT,2022-02-05 22:06:38,37.8333,12.6667,53.28,90,95,2.62,overcast clouds,0.0,0.0
280,Inuvik,CA,2022-02-05 22:04:05,68.3499,-133.7218,-37.17,98,32,1.16,scattered clouds,0.0,0.0
281,Marsh Harbour,BS,2022-02-05 22:06:39,26.5412,-77.0636,74.07,59,0,6.93,clear sky,0.0,0.0
282,Juarez,MX,2022-02-05 22:06:39,31.7333,-106.4833,48.18,28,0,1.99,clear sky,0.0,0.0
283,Touba,CI,2022-02-05 22:06:40,8.2833,-7.6833,78.1,15,7,2.73,clear sky,0.0,0.0
284,Banjar,ID,2022-02-05 22:06:40,-8.19,114.9675,80.46,88,96,2.93,overcast clouds,0.0,0.0
285,Carballo,ES,2022-02-05 22:06:40,43.213,-8.691,49.01,85,3,4.92,clear sky,0.0,0.0
286,Bosaso,SO,2022-02-05 22:06:41,11.2842,49.1816,72.41,69,78,2.55,broken clouds,0.0,0.0
287,Saint George,US,2022-02-05 22:01:20,37.1041,-113.5841,61.27,17,0,1.99,clear sky,0.0,0.0
288,Himatnagar,IN,2022-02-05 22:06:42,23.6,72.95,59.81,38,0,4.99,clear sky,0.0,0.0
289,Esperance,AU,2022-02-05 22:03:36,-33.8667,121.9,66.27,68,5,17.65,clear sky,0.0,0.0
290,Verkhoshizhemye,RU,2022-02-05 22:06:42,58.011,49.1038,22.03,97,100,5.26,overcast clouds,0.0,0.0
291,Peniche,PT,2022-02-05 22:06:43,39.3558,-9.3811,55.62,83,0,14.58,clear sky,0.0,0.0
292,West Wendover,US,2022-02-05 22:06:43,40.7391,-114.0733,44.98,30,1,1.23,clear sky,0.0,0.0
293,San Pedro,PH,2022-02-05 22:04:59,14.35,121.0167,77.36,72,99,13.87,overcast clouds,0.0,0.0
294,Menomonie,US,2022-02-05 22:06:43,44.8755,-91.9193,23.04,46,89,17.27,overcast clouds,0.0,0.0
295,Kailua,US,2022-02-05 22:06:44,21.4022,-157.7394,80.58,71,15,3.0,few clouds,0.0,0.0
296,Mount Isa,AU,2022-02-05 22:02:08,-20.7333,139.5,76.77,41,0,6.91,clear sky,0.0,0.0
297,Shizunai,JP,2022-02-05 22:06:44,42.3339,142.3669,22.5,84,83,5.91,broken clouds,0.0,0.0
298,Broken Hill,AU,2022-02-05 22:05:04,-31.95,141.4333,70.47,40,3,18.77,clear sky,0.0,0.0
299,Dudinka,RU,2022-02-05 22:02:45,69.4058,86.1778,-20.94,100,94,2.84,overcast clouds,0.0,0.0
300,Pueblo Bello,CO,2022-02-05 22:06:45,8.2041,-76.526,78.71,76,6,6.55,clear sky,0.0,0.0
301,Severo-Kurilsk,RU,2022-02-05 22:01:54,50.6789,156.125,28.36,82,99,7.9,overcast clouds,0.0,0.0
302,Nakhon Si Thammarat,TH,2022-02-05 22:06:46,8.25,100.0,79.05,93,77,2.44,broken clouds,0.0,0.0
303,Samarai,PG,2022-02-05 22:04:21,-10.6167,150.6667,81.41,78,100,7.16,overcast clouds,0.0,0.0
304,Paamiut,GL,2022-02-05 22:06:46,61.994,-49.6678,-4.04,86,77,10.51,broken clouds,0.0,0.0
305,Port Blair,IN,2022-02-05 22:01:55,11.6667,92.75,78.4,81,69,6.17,broken clouds,0.0,0.0
306,Asosa,ET,2022-02-05 22:06:47,10.0667,34.5333,61.95,32,26,5.57,scattered clouds,0.0,0.0
307,Along,IN,2022-02-05 22:06:47,28.1667,94.7667,44.91,97,53,1.66,broken clouds,0.0,0.0
308,Auki,SB,2022-02-05 22:04:14,-8.7676,160.7034,82.89,81,88,5.73,overcast clouds,0.0,0.0
309,Meadow Lake,US,2022-02-05 22:00:23,34.8014,-106.5436,42.49,40,0,3.89,clear sky,0.0,0.0
310,Qasigiannguit,GL,2022-02-05 22:01:51,68.8193,-51.1922,-3.08,80,100,6.22,overcast clouds,0.0,0.0
311,Ust-Barguzin,RU,2022-02-05 22:06:48,53.45,108.9833,5.5,97,100,4.47,light snow,0.0,0.18
312,Isangel,VU,2022-02-05 22:03:22,-19.55,169.2667,82.51,89,75,9.22,broken clouds,0.0,0.0
313,Chicama,PE,2022-02-05 22:06:49,-7.8447,-79.1469,66.74,63,11,10.27,few clouds,0.0,0.0
314,Vila Velha,BR,2022-02-05 22:01:07,-20.3297,-40.2925,77.95,87,47,8.01,scattered clouds,0.0,0.0
315,Kayes,ML,2022-02-05 22:06:49,14.0,-11.0,82.27,8,0,6.17,clear sky,0.0,0.0
316,Kaputa,ZM,2022-02-05 22:06:49,-8.4689,29.6619,66.58,89,96,3.89,overcast clouds,0.0,0.0
317,Derzhavinsk,KZ,2022-02-05 22:02:31,51.1,66.3167,13.46,76,100,14.47,overcast clouds,0.0,0.0
318,Makaleng,BW,2022-02-05 22:06:50,-20.9,27.2833,70.3,58,19,13.67,few clouds,0.0,0.0
319,Sao Felix Do Xingu,BR,2022-02-05 22:06:50,-6.6447,-51.995,77.11,87,97,2.26,overcast clouds,0.0,0.0
320,Northam,GB,2022-02-05 22:04:15,51.0333,-4.2167,51.35,90,100,30.65,overcast clouds,0.0,0.0
321,Mont-De-Marsan,FR,2022-02-05 22:03:17,44.0,-0.6667,41.79,97,0,0.0,clear sky,0.0,0.0
322,Santa Marta,CO,2022-02-05 22:03:00,11.2408,-74.199,89.35,62,7,15.01,clear sky,0.0,0.0
323,Mango,US,2022-02-05 22:06:51,27.9797,-82.3065,62.98,83,100,5.75,overcast clouds,0.0,0.0
324,Carnarvon,AU,2022-02-05 22:01:56,-24.8667,113.6333,77.07,88,75,9.22,broken clouds,0.0,0.0
325,Fonte Boa,BR,2022-02-05 22:06:51,-2.4959,-66.2662,76.15,91,100,0.94,overcast clouds,0.0,0.0
326,Shirokiy,RU,2022-02-05 22:06:52,49.758,129.523,-23.71,100,95,3.4,overcast clouds,0.0,0.0
327,Luwuk,ID,2022-02-05 22:06:52,-0.9516,122.7875,76.89,85,100,2.71,overcast clouds,0.0,0.0
328,Sokolo,ML,2022-02-05 22:06:53,14.7328,-6.1219,75.06,11,0,10.33,clear sky,0.0,0.0
329,Keetmanshoop,NA,2022-02-05 22:06:53,-26.5833,18.1333,85.75,26,10,13.49,clear sky,0.0,0.0
330,Lasa,IT,2022-02-05 22:02:59,46.6166,10.7002,34.02,46,3,3.31,clear sky,0.0,0.0
331,Roebourne,AU,2022-02-05 22:06:54,-20.7833,117.1333,83.34,76,64,6.71,broken clouds,0.0,0.0
332,San Isidro,PE,2022-02-05 22:06:54,-12.1167,-77.05,73.51,82,0,1.01,clear sky,0.0,0.0
333,Ca Mau,VN,2022-02-05 22:06:55,9.1769,105.15,74.68,73,60,6.22,broken clouds,0.0,0.0
334,Imeni Poliny Osipenko,RU,2022-02-05 22:06:55,52.4201,136.4853,-0.2,92,100,4.9,overcast clouds,0.0,0.0
335,Soe,ID,2022-02-05 22:06:55,-9.8607,124.284,66.24,93,49,3.49,scattered clouds,0.0,0.0
336,Aklavik,CA,2022-02-05 22:05:04,68.2191,-135.0107,-32.98,90,14,0.47,few clouds,0.0,0.0
337,Haines Junction,CA,2022-02-05 22:03:56,60.7522,-137.5108,30.72,92,100,5.44,overcast clouds,0.0,0.0
338,Zachary,US,2022-02-05 22:05:42,30.6485,-91.1565,53.78,47,0,6.91,clear sky,0.0,0.0
339,Carutapera,BR,2022-02-05 22:06:56,-1.195,-46.02,75.49,94,100,7.09,overcast clouds,0.0,0.0
340,Morros,BR,2022-02-05 22:06:57,-9.4467,-46.3003,79.11,67,67,2.33,broken clouds,0.0,0.0
341,Yasnyy,RU,2022-02-05 22:06:57,51.0333,59.8742,17.8,94,100,8.46,overcast clouds,0.0,0.0
342,Kenora,CA,2022-02-05 22:06:58,49.8167,-94.4337,8.58,71,100,8.01,overcast clouds,0.0,0.0
343,Bonthe,SL,2022-02-05 22:06:58,7.5264,-12.505,77.52,84,42,7.47,scattered clouds,0.0,0.0
344,Zaysan,KZ,2022-02-05 22:02:43,47.4667,84.8667,6.46,66,0,6.78,clear sky,0.0,0.0
345,Taybad,IR,2022-02-05 22:06:59,34.74,60.7756,44.29,69,53,5.12,broken clouds,0.0,0.0
346,Batagay,RU,2022-02-05 22:06:59,67.6333,134.6333,-41.33,99,100,1.05,overcast clouds,0.0,0.0
347,Kalaleh,IR,2022-02-05 22:06:59,37.3807,55.4916,43.65,93,100,4.85,overcast clouds,0.0,0.0
348,Veraval,IN,2022-02-05 22:07:00,20.9,70.3667,64.36,77,1,8.81,clear sky,0.0,0.0
349,Sohag,EG,2022-02-05 22:07:00,26.557,31.6948,50.49,56,0,6.67,clear sky,0.0,0.0
350,Muroran,JP,2022-02-05 22:07:01,42.3172,140.9881,7.05,74,75,14.94,broken clouds,0.0,0.0
351,Dekar,BW,2022-02-05 22:07:01,-21.5333,21.9333,71.82,70,61,9.44,light rain,0.8,0.0
352,Kotido,UG,2022-02-05 22:07:01,2.9806,34.1331,73.9,42,100,1.66,overcast clouds,0.0,0.0
353,Skelleftea,SE,2022-02-05 22:07:02,64.7507,20.9528,21.99,66,79,1.99,broken clouds,0.0,0.0
354,Skibbereen,IE,2022-02-05 22:07:02,51.55,-9.2667,52.11,88,100,31.83,overcast clouds,0.0,0.0
355,Maldonado,UY,2022-02-05 22:07:03,-34.6667,-54.9167,67.23,76,70,10.78,broken clouds,0.0,0.0
356,Dingle,PH,2022-02-05 21:59:01,10.9995,122.6711,74.28,84,92,10.6,overcast clouds,0.0,0.0
357,Cockburn Town,TC,2022-02-05 21:59:07,21.4612,-71.1419,78.76,53,40,11.5,scattered clouds,0.0,0.0
358,Constitucion,CL,2022-02-05 22:04:44,-35.3333,-72.4167,67.78,60,2,16.2,clear sky,0.0,0.0
359,Bairiki,KI,2022-02-05 22:07:03,1.3292,172.9752,86.0,74,20,13.8,few clouds,0.0,0.0
360,Energeticheskiy,KZ,2022-02-05 22:07:04,43.4278,77.0222,21.76,86,20,4.47,mist,0.0,0.0
361,Jinka,ET,2022-02-05 22:07:04,5.65,36.65,67.96,49,93,2.15,overcast clouds,0.0,0.0
362,Labytnangi,RU,2022-02-05 22:07:05,66.6572,66.4183,-18.92,99,36,1.3,scattered clouds,0.0,0.0
363,Ust-Omchug,RU,2022-02-05 22:07:05,61.15,149.6333,-26.95,85,40,2.24,scattered clouds,0.0,0.0
364,Ostrovnoy,RU,2022-02-05 22:07:05,68.0531,39.5131,16.07,83,100,30.82,overcast clouds,0.0,0.0
365,Norman Wells,CA,2022-02-05 22:02:15,65.282,-126.8329,-3.51,90,97,6.85,overcast clouds,0.0,0.0
366,Griffith,US,2022-02-05 22:07:06,41.5284,-87.4237,21.04,63,0,5.01,clear sky,0.0,0.0
367,Mocuba,MZ,2022-02-05 22:07:06,-16.8392,36.9856,68.94,96,16,4.25,few clouds,0.0,0.0
368,Kaeng Khoi,TH,2022-02-05 22:07:07,14.5862,100.9976,77.99,61,93,7.45,overcast clouds,0.0,0.0
369,Port Hardy,CA,2022-02-05 22:02:19,50.6996,-127.4199,44.91,84,100,6.85,overcast clouds,0.0,0.0
370,Bellshill,GB,2022-02-05 22:07:07,55.8167,-4.0167,40.37,93,97,5.01,light rain,0.44,0.0
371,Cap Malheureux,MU,2022-02-05 22:07:08,-19.9842,57.6142,79.47,77,100,5.99,overcast clouds,0.0,0.0
372,Baniachang,BD,2022-02-05 22:02:21,24.5167,91.3667,53.98,75,0,1.92,clear sky,0.0,0.0
373,Luderitz,NA,2022-02-05 22:02:24,-26.6481,15.1594,67.28,81,95,5.12,overcast clouds,0.0,0.0
374,Axim,GH,2022-02-05 22:04:42,4.8699,-2.2405,79.79,84,30,6.15,scattered clouds,0.0,0.0
375,Havoysund,NO,2022-02-05 22:07:09,70.9963,24.6622,29.28,71,52,34.02,broken clouds,0.0,0.0
376,Mahibadhoo,MV,2022-02-05 21:57:46,3.7833,72.9667,81.19,70,20,10.18,few clouds,0.0,0.0
377,Ginda,IN,2022-02-05 22:07:09,30.6945,78.4932,36.59,38,29,6.55,scattered clouds,0.0,0.0
378,Ahuimanu,US,2022-02-05 22:07:10,21.4447,-157.8378,80.31,69,75,3.0,broken clouds,0.0,0.0
379,Joshimath,IN,2022-02-05 22:07:10,30.5667,79.5667,35.85,37,9,7.67,clear sky,0.0,0.0
380,Kiunga,PG,2022-02-05 22:03:22,-6.1219,141.2906,73.2,98,100,2.66,overcast clouds,0.0,0.0
381,Poum,NC,2022-02-05 22:07:11,-20.2333,164.0167,80.4,75,100,3.85,overcast clouds,0.0,0.0
382,Zavetnoye,RU,2022-02-05 22:07:11,47.1194,43.8903,25.36,90,36,12.66,scattered clouds,0.0,0.0
383,Santa Isabel Do Rio Negro,BR,2022-02-05 22:07:11,-0.4139,-65.0192,77.59,91,100,0.69,moderate rain,3.65,0.0
384,Coruripe,BR,2022-02-05 22:05:14,-10.1256,-36.1756,79.7,69,100,12.97,overcast clouds,0.0,0.0
385,Geghamasar,AM,2022-02-05 22:07:12,40.3109,45.6792,5.59,66,27,4.76,scattered clouds,0.0,0.0
386,Morada Nova,BR,2022-02-05 22:07:12,-5.1067,-38.3725,80.82,67,57,9.71,light rain,0.41,0.0
387,Marana,US,2022-02-05 22:05:40,32.4367,-111.2254,68.54,13,0,4.61,clear sky,0.0,0.0
388,Sal Rei,CV,2022-02-05 22:07:13,16.1833,-22.9167,68.56,82,0,17.45,clear sky,0.0,0.0
389,Palaikastron,GR,2022-02-05 22:07:13,35.2,26.25,49.75,68,23,6.44,few clouds,0.0,0.0
390,Teknaf,BD,2022-02-05 22:07:14,20.8624,92.3058,61.93,92,28,9.64,scattered clouds,0.0,0.0
391,Muisne,EC,2022-02-05 22:07:14,0.6,-80.0333,80.71,88,85,6.26,light rain,0.83,0.0
392,Masuguru,TZ,2022-02-05 22:07:14,-11.3667,38.4167,72.46,89,100,2.13,overcast clouds,0.0,0.0
393,Ponta Delgada,PT,2022-02-05 22:03:19,37.7333,-25.6667,59.5,82,20,10.36,few clouds,0.0,0.0
394,Grand Baie,MU,2022-02-05 22:07:15,-20.0182,57.5802,79.45,77,100,5.99,overcast clouds,0.0,0.0
395,Petatlan,MX,2022-02-05 22:07:15,17.5167,-101.2667,87.6,43,0,5.68,clear sky,0.0,0.0
396,Kropotkin,RU,2022-02-05 22:07:16,45.4375,40.5756,23.77,90,22,4.32,few clouds,0.0,0.0
397,Namibe,AO,2022-02-05 22:07:16,-15.1961,12.1522,73.35,67,100,10.49,overcast clouds,0.0,0.0
398,Ratnagiri,IN,2022-02-05 22:07:17,16.9833,73.3,67.5,85,54,6.76,broken clouds,0.0,0.0
399,Ahipara,NZ,2022-02-05 22:07:17,-35.1667,173.1667,73.08,93,99,5.99,overcast clouds,0.0,0.0
400,Khasan,RU,2022-02-05 22:07:17,42.4308,130.6434,11.46,60,5,20.15,clear sky,0.0,0.0
401,Marakkanam,IN,2022-02-05 22:07:18,12.2,79.95,76.32,78,62,7.76,broken clouds,0.0,0.0
402,Vostok,RU,2022-02-05 22:04:56,46.4856,135.8833,-12.46,99,100,3.0,overcast clouds,0.0,0.0
403,Chapais,CA,2022-02-05 21:57:46,49.7834,-74.8492,1.18,86,94,7.56,overcast clouds,0.0,0.0
404,Mirpur Sakro,PK,2022-02-05 22:07:18,24.5474,67.6277,68.22,69,0,7.96,clear sky,0.0,0.0
405,Port Hedland,AU,2022-02-05 22:07:19,-20.3167,118.5667,82.45,83,87,6.91,overcast clouds,0.0,0.0
406,Itarema,BR,2022-02-05 22:07:19,-2.9248,-39.9167,79.5,77,11,10.87,few clouds,0.0,0.0
407,Singaraja,ID,2022-02-05 22:07:20,-8.112,115.0882,79.97,82,91,3.53,light rain,0.18,0.0
408,Novorzhev,RU,2022-02-05 22:07:20,57.0294,29.3338,31.95,96,100,7.74,overcast clouds,0.0,0.0
409,Shakawe,BW,2022-02-05 22:07:20,-18.3667,21.85,67.35,90,68,3.09,light rain,0.59,0.0
410,Labuhan,ID,2022-02-05 22:07:21,-6.8844,112.2051,77.41,87,96,9.93,overcast clouds,0.0,0.0
411,Latung,PH,2022-02-05 22:07:21,5.5,120.8833,81.48,73,100,4.21,overcast clouds,0.0,0.0
412,Visnes,NO,2022-02-05 22:02:49,59.3556,5.2242,40.57,70,20,25.32,few clouds,0.0,0.0
413,Birin,NP,2022-02-05 22:04:35,26.8865,88.0718,36.41,81,1,4.25,clear sky,0.0,0.0
414,Port Lincoln,AU,2022-02-05 22:00:23,-34.7333,135.8667,71.69,65,98,16.58,overcast clouds,0.0,0.0
415,Roma,US,2022-02-05 22:03:29,43.2128,-75.4557,15.66,56,0,12.66,clear sky,0.0,0.0
416,Los Llanos De Aridane,ES,2022-02-05 22:02:22,28.6585,-17.9182,62.35,57,0,7.0,clear sky,0.0,0.0
417,Karabash,RU,2022-02-05 22:07:22,55.4808,60.2157,16.97,94,100,3.65,overcast clouds,0.0,0.0
418,Les Escoumins,CA,2022-02-05 22:07:23,48.1111,-69.0236,-0.11,83,87,9.44,overcast clouds,0.0,0.0
419,Morant Bay,JM,2022-02-05 22:07:23,17.8815,-76.4093,85.62,60,5,13.24,clear sky,0.0,0.0
420,Aksha,RU,2022-02-05 22:07:24,50.2814,113.2867,-5.78,99,24,4.18,few clouds,0.0,0.0
421,Am Timan,TD,2022-02-05 22:07:24,11.0297,20.2827,75.27,18,100,7.43,overcast clouds,0.0,0.0
422,Virginia Beach,US,2022-02-05 22:04:53,36.8529,-75.978,38.26,52,20,5.99,few clouds,0.0,0.0
423,Longyearbyen,SJ,2022-02-05 22:01:50,78.2186,15.6401,10.24,56,20,23.02,few clouds,0.0,0.0
424,Kloulklubed,PW,2022-02-05 22:07:25,7.0419,134.2556,75.7,80,98,21.88,overcast clouds,0.0,0.0
425,Saint-Denis,FR,2022-02-05 22:07:25,48.9167,2.3333,47.17,77,100,7.0,overcast clouds,0.0,0.0
426,Quepos,CR,2022-02-05 22:07:25,9.4236,-84.1652,91.8,64,4,4.97,clear sky,0.0,0.0
427,Kroya,ID,2022-02-05 22:07:26,-7.6331,109.2461,77.32,86,99,4.05,overcast clouds,0.0,0.0
428,Prince Rupert,CA,2022-02-05 22:03:18,54.3161,-130.3201,40.64,92,100,10.58,light rain,0.34,0.0
429,Port-Cartier,CA,2022-02-05 22:07:26,50.0334,-66.8654,4.75,84,29,7.47,scattered clouds,0.0,0.0
430,Lagos,NG,2022-02-05 22:02:28,6.5833,3.75,76.68,92,0,3.44,clear sky,0.0,0.0
431,Berlevag,NO,2022-02-05 22:03:48,70.8578,29.0864,24.08,83,59,27.4,broken clouds,0.0,0.0
432,Bereda,ES,2022-02-05 22:07:27,43.2686,-7.5406,42.55,97,4,3.33,clear sky,0.0,0.0
433,Shache,CN,2022-02-05 22:07:27,38.4167,77.2406,31.71,61,100,2.75,overcast clouds,0.0,0.0
434,Weslaco,US,2022-02-05 22:07:28,26.1595,-97.9908,56.12,41,0,0.0,clear sky,0.0,0.0
435,Tver,RU,2022-02-05 22:04:34,56.8619,35.8931,10.96,95,84,8.43,broken clouds,0.0,0.0
436,Balkanabat,TM,2022-02-05 22:07:29,39.5108,54.3671,40.66,78,90,13.42,overcast clouds,0.0,0.0
437,Erdenet,MN,2022-02-05 22:07:29,49.0333,104.0833,-5.75,92,68,4.9,broken clouds,0.0,0.0
438,Jawala Mukhi,IN,2022-02-05 22:07:30,31.8833,76.3167,47.7,75,99,0.63,overcast clouds,0.0,0.0
439,San Quintin,MX,2022-02-05 22:07:30,30.4833,-115.95,63.0,30,0,9.24,clear sky,0.0,0.0
440,Kysyl-Syr,RU,2022-02-05 22:07:30,63.8986,122.7617,-24.56,100,98,2.42,overcast clouds,0.0,0.0
441,Juan Lacaze,UY,2022-02-05 22:07:31,-34.4342,-57.4381,66.27,74,54,21.03,broken clouds,0.0,0.0
442,Siocon,PH,2022-02-05 22:07:31,7.7061,122.1353,76.62,88,89,8.99,overcast clouds,0.0,0.0
443,Khandbari,NP,2022-02-05 22:07:32,27.3747,87.2039,43.32,65,8,3.98,clear sky,0.0,0.0
444,Chipiona,ES,2022-02-05 22:06:09,36.7366,-6.437,52.3,93,0,3.44,clear sky,0.0,0.0
445,Sao Filipe,CV,2022-02-05 22:03:48,14.8961,-24.4956,73.15,70,0,10.2,clear sky,0.0,0.0
446,La Ronge,CA,2022-02-05 22:03:41,55.1001,-105.2842,1.02,90,100,3.65,overcast clouds,0.0,0.0
447,Mirabad,AF,2022-02-05 22:07:33,30.4362,61.8383,59.58,25,0,10.13,clear sky,0.0,0.0
448,Cay,TR,2022-02-05 22:07:33,38.5917,31.0286,27.32,65,2,2.13,clear sky,0.0,0.0
449,Hecun,CN,2022-02-05 22:07:33,36.5333,114.1111,31.59,37,92,2.93,overcast clouds,0.0,0.0
450,Acajutla,SV,2022-02-05 22:07:34,13.5928,-89.8275,85.8,48,20,1.81,few clouds,0.0,0.0
451,Porbandar,IN,2022-02-05 22:03:09,21.6422,69.6093,66.29,70,0,5.26,clear sky,0.0,0.0
